AT_DIA.ECSCF_RT_COLLECTION.AT_RTCOLLECTION_DIA_ECSCF_3870_MAGDE;msa5at6.de.t-internal.com;3870
AT_DIA.ECSCF_RT_COLLECTION.AT_RTCOLLECTION_DIA_ECSCF_3870_BIERE;bsa5at6.de.t-internal.com;3870
AT_GT2.ATGTP_RT_COLLECTION.AT_GT2_UDP3391_Ericsson_BIERE;10.238.2.112;3391
AT_GT2.ATGTP_RT_COLLECTION.AT_GT2_UDP3391_Ericsson_MAGDE_backup;10.238.2.158;3391
AT_GT2.ATGTP_RT_COLLECTION_MZ.AT_GT2_TCP3387_Ericsson_SGSN_MAGDE_backup;;3387
AT_GT2.ATGTP_RT_COLLECTION_MZ.AT_GT2_TCP3387_Ericsson_SGSN_BIERE;;3387
AT_LTP.PROC_LTP_REALTIME.AT_RTCOLLECTION_LTP_SOABP_MAGDE;10.105.13.19;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS04_FIXCHARGE;10.236.34.2;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS08_LCSC;10.236.34.15;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS09_LCSC;10.236.34.16;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS08_NOTIF;10.236.34.15;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS09_NOTIF;10.236.34.16;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS08_XTC;10.236.34.15;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS09_XTC;10.236.34.16;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS08_FIXCHARGE;10.236.34.15;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS09_FIXCHARGE;10.236.34.16;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP18_STATISTIC;10.236.56.27;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP17_STATISTIC;10.236.56.26;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS05_FIXCHARGE;10.236.34.3;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP16_STATISTIC;10.236.56.18;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP15_STATISTIC;10.236.56.17;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP14_STATISTIC;10.244.20.28;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP13_STATISTIC;10.244.20.27;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP12_STATISTIC;10.244.20.18;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP11_STATISTIC;10.244.20.17;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDO_SDO02;10.105.13.119;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SCF_SCF02;10.238.2.115;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS00_FMC;10.244.15.65;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS01_FMC;10.244.15.66;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS02_FMC;10.244.15.67;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS03_FMC;10.236.34.1;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS04_FMC;10.236.34.2;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS05_FMC;10.236.34.3;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS06_FMC;10.244.15.79;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS07_FMC;10.244.15.80;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS08_FMC;10.236.34.15;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS09_FMC;10.236.34.16;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_MVS_SMS01;10.244.246.16;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_ABL_ORCA3;10.248.159.153;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_ECF_ECF02;10.238.2.117;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_MTS_MTS02;10.238.2.118;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS00_DEBUG;10.244.15.65;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS01_DEBUG;10.244.15.66;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS02_DEBUG;10.244.15.67;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS03_DEBUG;10.236.34.1;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS04_DEBUG;10.236.34.2;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS05_DEBUG;10.236.34.3;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_ABL_SMAR8;10.236.56.209;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS06_DEBUG;10.244.15.79;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS07_DEBUG;10.244.15.80;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS08_DEBUG;10.236.34.15;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS09_DEBUG;10.236.34.16;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_MVI_MVI01;10.244.246.16;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_MVI_MVI02;10.244.246.144;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_GGS_PGW01_WW_Biere;10.105.13.119;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_GGS_PGW01_TMA_Biere;10.105.13.119;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP19_STATISTIC;10.236.48.49;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP20_STATISTIC;10.236.48.50;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_XTC_XTC01;10.248.159.160;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP21_STATISTIC;10.236.56.28;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP22_STATISTIC;10.236.56.29;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP31;10.236.48.49;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP32;10.236.48.50;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP33;10.236.56.28;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP34;10.236.56.29;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_MVM_MMS01;10.244.246.16;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_MVM_MMS02;10.244.246.144;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_NGCP_NGCPN;10.248.159.104;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS10_DEBUG;10.244.15.65;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_AIC_AIC01;10.248.159.8;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS11_DEBUG;10.244.15.66;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS12_DEBUG;10.244.15.67;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS13_DEBUG;10.236.34.1;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS14_DEBUG;10.236.34.2;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS15_DEBUG;10.236.34.3;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS16_DEBUG;10.244.15.79;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS17_DEBUG;10.244.15.80;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS18_DEBUG;10.236.34.15;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS19_DEBUG;10.236.34.16;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_NRTRDE_FAME;10.248.154.234;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_T3O_DWH;10.248.156.65;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_GGS_PGW02_AFFIRMED_B01;10.105.13.119;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_00;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_01;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_02;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_03;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_04;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_05;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_06;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS00_XTC;10.244.15.65;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_07;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_08;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_09;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_10;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_11;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_12;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_13;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_14;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_15;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_WW00;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS01_XTC;10.244.15.66;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_WW01;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_WW02;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW01_WW03;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_00;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_01;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_02;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_03;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_04;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_05;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_06;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS02_XTC;10.244.15.67;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_07;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_08;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_09;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_10;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_11;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_12;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_13;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_14;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_15;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_WW00;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS03_XTC;10.236.34.1;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_WW01;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_WW02;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_HUA01_WW03;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SGS_SGW02_AFFIRMED;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SBC_SBC04_45_28;10.105.13.119;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_ABL_SMAR9;10.244.0.118;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_ABL_SMAR0;10.244.0.119;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_Q21_Q2101;10.105.13.155;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP50_STATISTIC_PREPAID;10.236.56.27;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_OCS_OCS04_XTC;10.236.34.2;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP51_STATISTIC_PREPAID;10.236.56.26;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP52_STATISTIC_PREPAID;10.236.56.18;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP53_STATISTIC_PREPAID;10.236.56.17;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP54_STATISTIC_PREPAID;10.244.20.28;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP55_STATISTIC_PREPAID;10.244.20.27;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP56_STATISTIC_PREPAID;10.244.20.18;22
CORE.SFTP_COLLECTION_KEY.AT_Coll_SDP_SDP57_STATISTIC_PREPAID;10.244.20.17;22
